HGNC ID,GENE,Approved name,Status,Previous symbols,Alias symbols,Chromosome,Accession numbers,RefSeq IDs,ENTREZ,ENSGID,GENE_GC%,CHR,START,END,GENE_BIOMART_OTHERS
HGNC:13538,MARK4,microtubule affinity regulating kinase 4,Approved,MARKL1,"Nbla00650, FLJ90097, KIAA1860, PAR-1D",19q13.32,AB049127,NM_031417,57787,ENSG00000007047,53.57,19,45582546,45808541,
HGNC:9454,PROM1,prominin 1,Approved,"PROML1, MCDR2, STGD4","AC133, CD133, RP41, CORD12",4p15.32,AF027208,NM_006017,8842,ENSG00000007062,43.17,4,15964699,16086001,
HGNC:25171,CCDC124,coiled-coil domain containing 124,Approved,,,19p13.11,BC013949,NM_138442,115098,ENSG00000007080,55.84,19,18043825,18054800,
HGNC:28834,CEACAM21,CEA cell adhesion molecule 21,Approved,,"R29124_1, FLJ13540",19q13.2,AK023602,NM_033543,90273,ENSG00000007129,44.65,19,42055886,42093197,
HGNC:8574,PAFAH1B1,platelet activating factor acetylhydrolase 1b regulatory subunit 1,Approved,"MDCR, MDS","LIS1, PAFAH, NudF",17p13.3,L25107,NM_000430,5048,ENSG00000007168,42.4,17,2496504,2588909,
HGNC:7873,NOS2,nitric oxide synthase 2,Approved,NOS2A,"iNOS, NOS, HEP-NOS",17q11.2,U20141,NM_000625,4843,ENSG00000007171,51.36,17,26083792,26127525,
HGNC:2953,DNAH9,dynein axonemal heavy chain 9,Approved,DNAH17L,"Dnahc9, KIAA0357, HL20, HL-20, DNAL1, DYH9",17p12,U61740,NM_001372,1770,ENSG00000007174,42.63,17,11501748,11873065,
HGNC:28960,KIAA0100,KIAA0100,Approved,,"DKFZp686M0843, MGC111488, BCOX1, CT101, BCOX, FMP27",17q11.2,D43947,NM_014680,9703,ENSG00000007202,46.75,17,26941458,26972472,
HGNC:10917,SLC13A2,solute carrier family 13 member 2,Approved,,NaDC-1,17q11.2,U26209,NM_003984,9058,ENSG00000007216,52.55,17,26800311,26824799,
HGNC:4169,GAS7,growth arrest specific 7,Approved,,"KIAA0394, MGC1348",17p13.1,AB007854,"NM_003644, NM_201432, NM_201433",8522,ENSG00000007237,47.97,17,9813926,10101868,
HGNC:23069,TRAPPC6A,trafficking protein particle complex 6A,Approved,,"TRS33, MGC2650, HSPC289",19q13.32,AF161407,NM_024108,79090,ENSG00000007255,56.86,19,45666186,45681495,
HGNC:6906,MATK,megakaryocyte-associated tyrosine kinase,Approved,,"HYLTK, CTK, HYL, Lsk, CHK, HHYLTK, DKFZp434N1212, MGC1708, MGC2101",19p13.3,L18974,NM_139355,4145,ENSG00000007264,54.4,19,3777971,3802127,
HGNC:1819,CEACAM7,CEA cell adhesion molecule 7,Approved,CGM2,CEA,19q13.2,X98311,NM_006890,1087,ENSG00000007306,47.87,19,42177235,42210895,
HGNC:1699,CD79B,CD79b molecule,Approved,IGB,B29,17q23.3,L27587,,974,ENSG00000007312,60.69,17,62006100,62009714,
HGNC:10591,SCN4A,sodium voltage-gated channel alpha subunit 4,Approved,HYKPP,"Nav1.4, HYPP, SkM1",17q23.3,U24693,NM_000334,6329,ENSG00000007314,56.1,17,62015914,62050278,
HGNC:18441,ST7L,suppression of tumorigenicity 7 like,Approved,,"FLJ20284, STLR, ST7R, FAM4B",1p13.2,AB081317,,54879,ENSG00000007341,39.05,1,113066140,113163447,
HGNC:8620,PAX6,paired box 6,Approved,"AN1, AN2","D11S812E, AN, WAGR",11p13,AY707088,NM_001604,5080,ENSG00000007372,49.68,11,31806340,31839509,
HGNC:14173,RPUSD1,RNA pseudouridine synthase domain containing 1,Approved,C16orf40,"RLUCL, MGC19600",16p13.3,AE006465,NM_058192,113000,ENSG00000007376,67.17,16,834974,838397,
HGNC:20561,RHBDF1,rhomboid 5 homolog 1,Approved,C16orf8,"EGFR-RS, FLJ2235, Dist1, iRhom1",16p13.3,BC014425,NM_022450,64285,ENSG00000007384,61.14,16,108058,126354,
HGNC:6723,LUC7L,LUC7 like,Approved,,"LUC7B1, hLuc7B1, Luc7",16p13.3,AY005111,NM_201412,55692,ENSG00000007392,47.33,16,238968,279462,
HGNC:1400,CACNA2D2,calcium voltage-gated channel auxiliary subunit alpha2delta 2,Approved,,KIAA0558,3p21.31,AF040709,NM_006030,9254,ENSG00000007402,56.52,3,50400233,50541675,
HGNC:948,BAIAP3,BAI1 associated protein 3,Approved,,"BAP3, KIAA0734",16p13.3,AB017111,,8938,ENSG00000007516,65.72,16,1383602,1399439,
HGNC:14175,TSR3,TSR3 ribosome maturation factor,Approved,C16orf42,MGC24381,16p13.3,BC013943,NM_001001410,115939,ENSG00000007520,62.57,16,1399241,1401912,
HGNC:14135,PIGQ,phosphatidylinositol glycan anchor biosynthesis class Q,Approved,,"hGPI1, GPI1",16p13.3,AB003723,NM_004204,9091,ENSG00000007541,64.36,16,616995,634136,
HGNC:14122,CRAMP1,cramped chromatin regulator homolog 1,Approved,CRAMP1L,KIAA1426,16p13.3,AB037847,,57585,ENSG00000007545,53.11,16,1662326,1727909,CRAMP1L
HGNC:11716,TEAD3,TEA domain transcription factor 3,Approved,TEAD5,"TEF-5, ETFR-1",6p21.31,X94439,,7005,ENSG00000007866,56.75,6,35441374,35464853,
HGNC:10718,SELE,selectin E,Approved,"ELAM1, ELAM","ESEL, CD62E",1q24.2,M30640,NM_000450,6401,ENSG00000007908,39.36,1,169691781,169733846,
HGNC:25570,DNAJC11,DnaJ heat shock protein family (Hsp40) member C11,Approved,,FLJ10737,1p36.31,AF306695,NM_018198,55735,ENSG00000007923,46.6,1,6694228,6761984,
HGNC:3771,FMO3,flavin containing dimethylaniline monoxygenase 3,Approved,,FMOII,1q24.3,BC032016,NM_006894,2328,ENSG00000007933,36.5,1,171060018,171086959,
HGNC:21155,MYLIP,myosin regulatory light chain interacting protein,Approved,,"MIR, IDOL",6p22.3,AF187016,NM_013262,29116,ENSG00000007944,40.19,6,16129356,16148479,
HGNC:3114,E2F2,E2F transcription factor 2,Approved,,E2F-2,1p36.12,L22846,NM_004091,1870,ENSG00000007968,51.66,1,23832922,23857712,
HGNC:9537,PSMB1,proteasome 20S subunit beta 1,Approved,,"PMSB1, HC5",6q27,D00761,NM_002793,5689,ENSG00000008018,39.81,6,170844205,170862429,
HGNC:6196,JARID2,jumonji and AT-rich interaction domain containing 2,Approved,JMJ,,6p22.3,U57592,NM_004973,3720,ENSG00000008083,43.92,6,15246527,15522252,
HGNC:14585,CAMK1G,calcium/calmodulin dependent protein kinase IG,Approved,,"VWS1, CLICKIII, dJ272L16.1",1q32.2,,NM_020439,57172,ENSG00000008118,47.01,1,209757062,209787283,
HGNC:1730,CDK11A,cyclin dependent kinase 11A,Approved,"CDC2L3, CDC2L2","PITSLRE, CDK11-p110, CDK11-p58, CDK11-p46, p58GTA",1p36.33,AF067522,NM_024011,728642,ENSG00000008128,51.99,1,1634169,1655766,
HGNC:29831,NADK,NAD kinase,Approved,,FLJ13052,1p36.33,BC001709,NM_023018,65220,ENSG00000008130,53.7,1,1682671,1711896,
HGNC:11743,TFAP2B,transcription factor AP-2 beta,Approved,,AP2-B,6p12.3,X95694,NM_003221,7021,ENSG00000008196,44.14,6,50786436,50815326,
HGNC:15581,TFAP2D,transcription factor AP-2 delta,Approved,TFAP2BL1,,6p12.3,AY028376,NM_172238,83741,ENSG00000008197,37.24,6,50681541,50740701,
HGNC:2899,DLEC1,DLEC1 cilia and flagella associated protein,Approved,,"DLC1, CFAP81, FAP81",3p22.2,AB020522,NM_007337,9940,ENSG00000008226,48.5,3,38080696,38165516,
HGNC:9504,CYTH3,cytohesin 3,Approved,PSCD3,"GRP1, ARNO3, cytohesin-3",7p22.1,AJ223957,NM_004227,9265,ENSG00000008256,44.78,7,6201407,6312275,
HGNC:201,ADAM22,ADAM metallopeptidase domain 22,Approved,,MDC2,7q21.12,AB009671,NM_021723,53616,ENSG00000008277,37.29,7,87563458,87832204,
HGNC:11507,SYPL1,synaptophysin like 1,Approved,SYPL,,7q22.2,,,6856,ENSG00000008282,38.18,7,105730949,105753022,
HGNC:2571,CYB561,cytochrome b561,Approved,,"FRRS2, CYB561A1",17q23.3,,NM_001915,1534,ENSG00000008283,57.41,17,61509665,61523739,
HGNC:14524,SPAG9,sperm associated antigen 9,Approved,,"HSS, SYD1, KIAA0516, MGC14967, MGC74461, MGC117291, JLP, PHET, HLC4, FLJ13450, FLJ14006, FLJ26141, FLJ34602, CT89, JIP4, JIP-4, PIG6",17q21.33,AB011088,NM_003971,9043,ENSG00000008294,40,17,49039535,49198226,
HGNC:3230,CELSR3,cadherin EGF LAG seven-pass G-type receptor 3,Approved,EGFL1,"MEGF2, HFMI1, FMI1, CDHF11, ADGRC3",3p21.31,AF231023,NM_001407,1951,ENSG00000008300,59.89,3,48673902,48700348,
HGNC:17366,AASS,aminoadipate-semialdehyde synthase,Approved,,"LORSDH, LKRSDH",7q31.32,AF229180,NM_005763,10157,ENSG00000008311,36.48,7,121715701,121784334,
HGNC:25562,PLEKHG6,pleckstrin homology and RhoGEF domain containing G6,Approved,,"FLJ10665, MYOGEF",12p13.31,AK001527,NM_018173,55200,ENSG00000008323,55.71,12,6419602,6437672,
HGNC:15593,SS18L2,SS18 like 2,Approved,,KIAA-iso,3p22.1,AF201950,NM_016305,51188,ENSG00000008324,47.77,3,42623332,42636606,
HGNC:25934,MPND,MPN domain containing,Approved,,FLJ14981,19p13.3,,NM_032868,84954,ENSG00000008382,55.95,19,4343524,4360083,
HGNC:7061,MGST1,microsomal glutathione S-transferase 1,Approved,GST12,MGST-I,12p12.3,U46494,NM_145791,4257,ENSG00000008394,36.94,12,16500076,16762193,
HGNC:2384,CRY1,cryptochrome circadian regulator 1,Approved,PHLL1,,12q23.3,BC030519,NM_004075,1407,ENSG00000008405,37.62,12,107385142,107487607,
HGNC:8904,PGLYRP1,peptidoglycan recognition protein 1,Approved,"TNFSF3L, PGLYRP","TAG7, PGRP, PGRP-S, PGRPS",19q13.32,AF076483,NM_005091,8993,ENSG00000008438,57.73,19,46522411,46526323,
HGNC:7788,NFIX,nuclear factor I X,Approved,,NF1A,19p13.13,U18761,NM_002501,4784,ENSG00000008441,55.28,19,13106422,13209610,
HGNC:10862,ST3GAL1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1",Approved,SIAT4A,"ST3O, SIATFL, ST3GalA.1",8q24.22,L29555,NM_003033,6482,ENSG00000008513,49.4,8,134467091,134584183,
HGNC:14246,MMP25,matrix metallopeptidase 25,Approved,"MMPL1, MMP20",MT6-MMP,16p13.3,AF145442,NM_022468,64386,ENSG00000008516,58.2,16,3096682,3110727,
HGNC:16830,IL32,interleukin 32,Approved,,"NK4, TAIF, TAIFb, TAIFd",16p13.3,M59807,NM_004221,9235,ENSG00000008517,53.24,16,3115298,3131908,
HGNC:9008,PKD1,"polycystin 1, transient receptor potential channel interacting",Approved,,"PBP, Pc-1, TRPP1",16p13.3,L33243,,5310,ENSG00000008710,63.1,16,2138711,2185899,
HGNC:6883,MAPK8IP2,mitogen-activated protein kinase 8 interacting protein 2,Approved,PRKM8IPL,"IB2, JIP2",22q13.33,AL021708,NM_012324,23542,ENSG00000008735,63.07,22,51039114,51052409,
HGNC:22963,MED24,mediator complex subunit 24,Approved,"THRAP4, CRSP4","TRAP100, KIAA0130, DRIP100, CRSP100, MED5",17q21.1,AF055995,NM_014815,9862,ENSG00000008838,50.63,17,38175350,38217468,
HGNC:18756,RHOBTB2,Rho related BTB domain containing 2,Approved,,"KIAA0717, DBC2",8p21.3,AF315385,,23221,ENSG00000008853,53.51,8,22844930,22877712,
HGNC:29273,HEATR5B,HEAT repeat containing 5B,Approved,,"KIAA1414, DKFZp686P15184",2p22.2,AB037835,NM_019024,54497,ENSG00000008869,38.59,2,37195526,37311485,
HGNC:11846,SEC62,"SEC62 homolog, preprotein translocation factor",Approved,TLOC1,"Dtrp1, HTP1",3q26.2,D87127,,7095,ENSG00000008952,36.6,3,169684423,169716161,
HGNC:10405,RPS20,ribosomal protein S20,Approved,,"S20, uS10",8q12.1,L06498,NM_001023,6224,ENSG00000008988,41.82,8,56979854,56987069,
HGNC:29905,CSDE1,cold shock domain containing E1,Approved,,"D1S155E, UNR",1p13.2,,NM_007158,7812,ENSG00000009307,38.28,1,115259534,115301297,
HGNC:16803,UBE3C,ubiquitin protein ligase E3C,Approved,,"KIAA0010, KIAA10",7q36.3,AK127280,NM_014671,9690,ENSG00000009335,42.12,7,156931607,157062066,
HGNC:9968,REV3L,"REV3 like, DNA directed polymerase zeta catalytic subunit",Approved,,"POLZ, REV3",6q21,AF058701,NM_002912,5980,ENSG00000009413,36.9,6,111620234,111804918,
HGNC:8621,PAX7,paired box 7,Approved,,Hup1,1p36.13,X96743,NM_002584,5081,ENSG00000009709,52.35,1,18957500,19075360,
HGNC:6902,MASP2,mannan binding lectin serine peptidase 2,Approved,MASP1P1,,1p36.22,X98400,NM_006610,10747,ENSG00000009724,50.21,1,11086580,11107290,
HGNC:21071,IYD,iodotyrosine deiodinase,Approved,C6orf71,"dJ422F24.1, DEHAL1",6q25.1,AK129950,NM_203395,389434,ENSG00000009765,41.6,6,150690028,150727105,
HGNC:28530,FAM76A,family with sequence similarity 76 member A,Approved,,MGC34648,1p35.3,AK098318,NM_152660,199870,ENSG00000009780,43.35,1,28052490,28089633,
HGNC:30766,TRAF3IP3,TRAF3 interacting protein 3,Approved,,T3JAM,1q32.2,,,80342,ENSG00000009790,45.61,1,209929377,209955668,
HGNC:19743,POMT2,protein O-mannosyltransferase 2,Approved,,LGMD2N,14q24.3,AF105020,NM_013382,29954,ENSG00000009830,47.08,14,77741299,77787227,
HGNC:20954,VTA1,vesicle trafficking 1,Approved,C6orf55,"HSPC228, My012",6q24.1-q24.2,AF060225,NM_016485,51534,ENSG00000009844,35.51,6,142468367,142545826,
HGNC:12744,MLXIPL,MLX interacting protein like,Approved,WBSCR14,"WS-bHLH, MIO, CHREBP, MONDOB, bHLHd14",7q11.23,AK055029,NM_032951,51085,ENSG00000009950,56.25,7,73007524,73038873,
HGNC:961,BAZ1B,bromodomain adjacent to zinc finger domain 1B,Approved,"WBSCR9, WBSCR10",WSTF,7q11.23,AF084479,NM_032408,9031,ENSG00000009954,43.19,7,72854728,72936608,
HGNC:13727,RANBP9,RAN binding protein 9,Approved,,RanBPM,6p23,AB008515,,10048,ENSG00000010017,36.94,6,13621730,13711796,
HGNC:18160,ETV7,ETS variant transcription factor 7,Approved,,"TEL2, TEL-2",6p21.31,AF116508,NM_016135,51513,ENSG00000010030,49.92,6,36322419,36356164,
HGNC:25356,SPRTN,SprT-like N-terminal domain,Approved,C1orf124,"DKFZP547N043, Spartan, DVC1",1q42.2,AL512744,NM_032018,83932,ENSG00000010072,41.57,1,231472850,231490769,
HGNC:24248,EEF1AKNMT,eEF1A lysine and N-terminal methyltransferase,Approved,"KIAA0859, METTL13, DFNM1",CGI-01,1q24.3,AF132936,NM_014955,51603,ENSG00000010165,43.62,1,171750788,171783163,METTL13
HGNC:3095,DYRK4,dual specificity tyrosine phosphorylation regulated kinase 4,Approved,,,12p13.32,Y09305,,8798,ENSG00000010219,42.83,12,4671370,4723325,
HGNC:12998,ZNF207,zinc finger protein 207,Approved,,BuGZ,17q11.2,AF046001,,7756,ENSG00000010244,38.47,17,30677136,30708905,
HGNC:12585,UQCRC1,ubiquinol-cytochrome c reductase core protein 1,Approved,,"D3S3191, QCR1, UQCR1",3p21.31,BC009586,NM_003365,7384,ENSG00000010256,53.04,3,48636435,48648409,
HGNC:19169,STARD3NL,STARD3 N-terminal like,Approved,,"MENTHO, MGC3251",7p14-p13,AJ492267,,83930,ENSG00000010270,38.4,7,38217824,38270272,
HGNC:1709,CD9,CD9 molecule,Approved,MIC3,"BA2, P24, TSPAN29, MRP-1",12p13.31,M38690,,928,ENSG00000010278,51.04,12,6308881,6347425,
HGNC:13242,HHATL,hedgehog acyltransferase like,Approved,"C3orf3, GUP1","KIAA1173, OACT3, MSTP002, MBOAT3",3p22.1,AB042554,NM_020707,57467,ENSG00000010282,56.48,3,42734155,42744319,
HGNC:24305,NCAPD2,non-SMC condensin I complex subunit D2,Approved,,"CNAP1, hCAP-D2, CAP-D2, KIAA0159",12p13.31,D63880,NM_014865,9918,ENSG00000010292,46.34,12,6602522,6641121,
HGNC:24970,IFFO1,intermediate filament family orphan 1,Approved,IFFO,HOM-TES-103,12p13.31,AF124432,NM_080730,25900,ENSG00000010295,54.31,12,6647541,6665239,
HGNC:4271,GIPR,gastric inhibitory polypeptide receptor,Approved,,,19q13.32,,,2696,ENSG00000010310,54.94,19,46171502,46186982,
HGNC:18458,PHF7,PHD finger protein 7,Approved,,"NYD-SP6, HSPC226",3p21.1,AY014283,NM_016483,51533,ENSG00000010318,45.18,3,52444673,52457657,
HGNC:30400,SEMA3G,semaphorin 3G,Approved,,"FLJ00014, sem2",3p21.1,,NM_020163,56920,ENSG00000010319,59.63,3,52467069,52479101,
HGNC:18006,NISCH,nischarin,Approved,,"KIAA0975, I-1, IRAS",3p21.1,AF082516,NM_007184,11188,ENSG00000010322,53.28,3,52489134,52527087,
HGNC:18628,STAB1,stabilin 1,Approved,,"KIAA0246, STAB-1, FEEL-1, CLEVER-1, FELE-1, FEX1, SCARH2",3p21.1,AJ275213,NM_015136,23166,ENSG00000010327,60.65,3,52529354,52558511,
HGNC:26219,FUZ,fuzzy planar cell polarity protein,Approved,,"FLJ22688, Fy, CPLANE3",19q13.33,BC016793,NM_025129,80199,ENSG00000010361,52.29,19,50310126,50320633,
HGNC:11046,SLC6A13,solute carrier family 6 member 13,Approved,,GAT2,12p13.33,U76343,NM_016615,6540,ENSG00000010379,47.19,12,329789,372039,
HGNC:9486,PRSS3,serine protease 3,Approved,PRSS4,"TRY3, TRY4",9p13.3,,NM_002771,5646,ENSG00000010438,42.82,9,33750515,33799230,
HGNC:12993,ZNF200,zinc finger protein 200,Approved,,,16p13.3,AF060866,,7752,ENSG00000010539,43.66,16,3272325,3286221,
HGNC:1678,CD4,CD4 molecule,Approved,,,12p13.31,M35160,NM_000616,920,ENSG00000010610,48.56,12,6896024,6929974,
HGNC:19138,LRRC23,leucine rich repeat containing 23,Approved,,"B7, LRPB7",12p13.31,BC014450,NM_006992,10233,ENSG00000010626,47.35,12,6982733,7023407,
HGNC:4886,HFE,homeostatic iron regulator,Approved,,"HLA-H, HFE1",6p22.2,,,3077,ENSG00000010704,44.85,6,26087509,26098571,
HGNC:19003,SCMH1,Scm polycomb group protein homolog 1,Approved,,Scml3,1p34.2,AF149045,,22955,ENSG00000010803,39.5,1,41492872,41707826,
HGNC:4037,FYN,"FYN proto-oncogene, Src family tyrosine kinase",Approved,,"SYN, SLK, MGC45350",6q21,AK056699,,2534,ENSG00000010810,42.42,6,111981535,112194655,
HGNC:4921,HIVEP2,HIVEP zinc finger 2,Approved,,"MBP-2, HIV-EP2, MIBP1, ZAS2, Schnurri-2, ZNF40B",6q24.2,M60119,,3097,ENSG00000010818,38.32,6,143072604,143266338,
HGNC:3769,FMO1,flavin containing dimethylaniline monoxygenase 1,Approved,,,1q24.3,M64082,NM_002021,2326,ENSG00000010932,40.92,1,171217638,171255117,
HGNC:11620,ELOA,elongin A,Approved,TCEB3,"SIII, TCEB3A",1p36.11,L47345,NM_003198,6924,ENSG00000011007,45.7,1,24069645,24088549,TCEB3
HGNC:6738,LYPLA2,lysophospholipase 2,Approved,,APT-2,1p36.11,AF098668,,11313,ENSG00000011009,62.39,1,24117460,24122029,
HGNC:2024,CLCN6,chloride voltage-gated channel 6,Approved,,"CLC-6, KIAA0046, ClC-6",1p36.22,X83378,NM_001286,1185,ENSG00000011021,47.77,1,11866207,11903201,
HGNC:16875,MRC2,mannose receptor C type 2,Approved,,"KIAA0709, ENDO180, CLEC13E, CD280",17q23.2,AB014609,,9902,ENSG00000011028,52.24,17,60704762,60770958,
HGNC:11054,SLC6A7,solute carrier family 6 member 7,Approved,,PROT,5q32,S80071,NM_014228,6534,ENSG00000011083,54.69,5,149569520,149602351,
HGNC:21640,TSPAN9,tetraspanin 9,Approved,,NET-5,12p13.33-p13.32,AF089749,NM_006675,10867,ENSG00000011105,52.13,12,3186521,3395730,
HGNC:18269,BTBD7,BTB domain containing 7,Approved,,"FLJ10648, FUP1",14q32.12,AB040958,NM_001002860,55727,ENSG00000011114,40.08,14,93703896,93799438,
HGNC:580,APBA3,amyloid beta precursor protein binding family A member 3,Approved,,"X11L2, mint3",19p13.3,AB021638,,9546,ENSG00000011132,56.64,19,3750817,3761697,
HGNC:7121,MKS1,MKS transition zone complex subunit 1,Approved,MKS,"FLJ20345, POC12, BBS13",17q22,DQ185029,NM_017777,54903,ENSG00000011143,47.46,17,56282803,56296966,
HGNC:21396,ABHD5,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase",Approved,,"CGI-58, NCIE2",3p21.33,AF007132,NM_016006,51099,ENSG00000011198,40.26,3,43731605,43775863,
HGNC:29857,AKAP8L,A-kinase anchoring protein 8 like,Approved,,"NAKAP95, HAP95",19p13.12,BC000713,NM_014371,26993,ENSG00000011243,48.86,19,15490859,15529952,
HGNC:19866,MBTD1,mbt domain containing 1,Approved,,"SA49P01, FLJ20055",17q21.33,AK000062,,54799,ENSG00000011258,39.5,17,49254786,49337524,
HGNC:24274,UTP18,UTP18 small subunit processome component,Approved,WDR50,CGI-48,17q21.33,AF151806,NM_016001,51096,ENSG00000011260,40.38,17,49337889,49375297,
HGNC:21698,RNF216,ring finger protein 216,Approved,,"TRIAD3, UBCE7IP1, ZIN",7p22.1,AY062174,NM_207111,54476,ENSG00000011275,45.52,7,5659678,5821370,
HGNC:26006,TTC19,tetratricopeptide repeat domain 19,Approved,,"FLJ20343, MGC19520",17p12,AK094819,NM_017775,54902,ENSG00000011295,41.07,17,15902694,15948329,
HGNC:9583,PTBP1,polypyrimidine tract binding protein 1,Approved,PTB,"HNRPI, HNRNP-I, PTB2, PTB3, PTB-1, PTB4, pPTB",19p13.3,X60648,NM_002819,5725,ENSG00000011304,61.17,19,797075,812327,
HGNC:20225,DPF1,double PHD fingers 1,Approved,,"neuro-d4, NEUD4, BAF45b",19q13.2,U43843,,8193,ENSG00000011332,57.15,19,38701646,38720354,
HGNC:11514,SYT7,synaptotagmin 7,Approved,PCANAP7,"IPCA-7, SYT-VII, MGC150517",11q12.2,AF038535,NM_004200,9066,ENSG00000011347,57.15,11,61282785,61348620,
HGNC:17095,LARS2,"leucyl-tRNA synthetase 2, mitochondrial",Approved,,"KIAA0028, LEURS, MGC26121, mtLeuRS",3p21.31,AJ312685,NM_015340,23395,ENSG00000011376,42.15,3,45429998,45590913,
HGNC:8971,PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,Approved,,PI3K-C2alpha,11p15.1,Y13367,NM_002645,5286,ENSG00000011405,39.84,11,17099277,17229530,
HGNC:9053,PLAUR,"plasminogen activator, urokinase receptor",Approved,,"URKR, UPAR, CD87",19q13,,NM_002659,5329,ENSG00000011422,49.94,19,44150247,44174699,
HGNC:14082,ANLN,anillin actin binding protein,Approved,,"ANILLIN, Scraps, scra",7p14.2,AF273437,NM_018685,54443,ENSG00000011426,37.88,7,36429415,36493400,
HGNC:30917,WIZ,WIZ zinc finger,Approved,,ZNF803,19p13.12,AK091183,NM_021241,58525,ENSG00000011451,58.71,19,15532319,15560762,
HGNC:17155,RABGAP1,RAB GTPase activating protein 1,Approved,,"GAPCenA, TBC1D11",9q33.2-q33.3,AJ011679,NM_012197,23637,ENSG00000011454,38.49,9,125703112,125867145,
HGNC:2705,DCN,decorin,Approved,,"DSPG2, SLRR1B",12q21.33,AF138300,NM_133507,1634,ENSG00000011465,34.59,12,91539025,91576900,
HGNC:25952,QPCTL,glutaminyl-peptide cyclotransferase like,Approved,,FLJ20084,19q13.32,AK000091,NM_017659,54814,ENSG00000011478,52.56,19,46195741,46207247,
HGNC:9322,PPP5C,protein phosphatase 5 catalytic subunit,Approved,PPP5,PP5,19q13.32,,NM_006247,5536,ENSG00000011485,50.75,19,46850251,46896238,
HGNC:29076,CEP68,centrosomal protein 68,Approved,KIAA0582,,2p14,BC004873,NM_015147,23177,ENSG00000011523,47.81,2,65283500,65314138,
HGNC:6865,MAP4K3,mitogen-activated protein kinase kinase kinase kinase 3,Approved,RAB8IPL1,"GLK, MAPKKKK3",2p22.1,AF000145,NM_003618,8491,ENSG00000011566,36.9,2,39476407,39664453,
HGNC:16763,ZBTB32,zinc finger and BTB domain containing 32,Approved,,"TZFP, FAZF, FAXF, Rog, ZNF538",19q13.12,AF130255,NM_014383,27033,ENSG00000011590,52.49,19,36195429,36207940,
HGNC:12449,TYROBP,transmembrane immune signaling adaptor TYROBP,Approved,PLOSL,"DAP12, PLO-SL, KARAP",19q13.12,AF019563,,7305,ENSG00000011600,51.45,19,36395303,36399197,
HGNC:30136,TMEM159,transmembrane protein 159,Approved,,promethin,16p12.3,AF070596,NM_020422,57146,ENSG00000011638,43.7,16,21169698,21191937,
HGNC:1100,BRCA1,BRCA1 DNA repair associated,Approved,,"RNF53, BRCC1, PPP1R53, FANCS",17q21.31,U14680,NM_007294,672,ENSG00000012048,42.93,17,41196312,41277500,
HGNC:3433,ERCC1,"ERCC excision repair 1, endonuclease non-catalytic subunit",Approved,,RAD10,19q13.32,,NM_001983,2067,ENSG00000012061,52.1,19,45910591,45982086,
HGNC:1643,CD22,CD22 molecule,Approved,,"SIGLEC-2, SIGLEC2",19q13.12,X52785,NM_001771,933,ENSG00000012124,50.24,19,35810164,35838258,
HGNC:10724,SEMA3B,semaphorin 3B,Approved,SEMAA,"SemA, semaV, LUCA-1, sema5",3p21.31,U28369,NM_001005914,7869,ENSG00000012171,60.7,3,50304990,50314977,
HGNC:6720,LTF,lactotransferrin,Approved,,HLF2,3p21.31,,NM_002343,4057,ENSG00000012223,46.95,3,46477136,46526724,
HGNC:3518,EXTL3,exostosin like glycosyltransferase 3,Approved,,"botv, REGR",8p21.1,U76188,NM_001440,2137,ENSG00000012232,44.36,8,28457986,28613116,
HGNC:7967,NR1H4,nuclear receptor subfamily 1 group H member 4,Approved,,"FXR, RIP14, HRR1, HRR-1",12q23.1,U68233,NM_005123,9971,ENSG00000012504,39.74,12,100867486,100958191,
HGNC:21308,ELOVL5,ELOVL fatty acid elongase 5,Approved,SCA38,"HELO1, dJ483K16.1",6p12.1,AF052129,NM_021814,60481,ENSG00000012660,41.88,6,53132196,53213947,
HGNC:435,ALOX5,arachidonate 5-lipoxygenase,Approved,,5-LOX,10q11.21,J03571,,240,ENSG00000012779,47.72,10,45869661,45941561,
